COD_MPIO,NOM_MPIO,NOM_DPTO,LATITUD,LONGITUD,tiene_paramo,nombre_paramo,tiene_bosque_seco,nombre_bosque_seco,tiene_humedal,nombre_humedal,tiene_reaa,nombre_reaa,tiene_ley2,nombre_ley2
15176,CHIQUINQUIRÁ,BOYACÁ,5.622488024,-73.80424531,0,,0,,1,Magdalena Cauca,0,,0,
15180,CHISCAS,BOYACÁ,6.68911806,-72.41795675,1,"Sierra Nevada del Cocuy
",0,,1,Orinoco,0,,1,Cocuy
15183,CHITA,BOYACÁ,6.091468485,-72.43903174,0,,0,,1,Magdalena Cauca,0,,0,
15185,CHITARAQUE,BOYACÁ,5.984394625,-73.42582375,0,,0,,0,,0,,0,
15187,CHIVATÁ,BOYACÁ,5.556830465,-73.26061715,0,,0,,1,Magdalena Cauca,0,,0,
15189,CIÉNEGA,BOYACÁ,5.393059633,-73.28205772,0,,0,,1,Orinoco,0,,0,
15204,CÓMBITA,BOYACÁ,5.667822366,-73.32137049,0,,0,,0,,0,,0,
15212,COPER,BOYACÁ,5.452461072,-74.05996578,0,,0,,0,,1,Omec,0,
15215,CORRALES,BOYACÁ,5.82454582,-72.84544845,0,,0,,0,,0,,0,
15218,COVARACHÍA,BOYACÁ,6.519521476,-72.74020421,0,,0,,1,Magdalena Cauca,0,,0,
15223,CUBARÁ,BOYACÁ,6.886954878,-72.18156285,0,,0,,1,Orinoco,0,,0,
15224,CUCAITA,BOYACÁ,5.527104109,-73.44598646,0,,0,,1,Magdalena Cauca,0,,0,
15226,CUÍTIVA,BOYACÁ,5.58775449,-72.93953686,0,,0,,1,Orinoco,0,,0,
15232,CHÍQUIZA,BOYACÁ,5.643075648,-73.44562391,0,,0,,1,Magdalena Cauca,0,,0,
15236,CHIVOR,BOYACÁ,4.871181606,-73.36142379,0,,0,,1,Orinoco,0,,0,
15238,DUITAMA,BOYACÁ,5.890602515,-73.06709484,1,Guantiva - La Rusia,0,,1,Magdalena Cauca,1,"Paramos Delimitados,Humedales V3",0,
15244,EL COCUY,BOYACÁ,6.353363177,-72.41923752,1,"Sierra Nevada del Cocuy
",0,,1,Magdalena Cauca,1,"Paramos Delimitados,Zonificacion_Ley2da,Humedales V3",1,Cocuy
15248,EL ESPINO,BOYACÁ,6.508240556,-72.48049625,0,,0,,1,Magdalena Cauca,1,"Zonificacion_Ley2da,Humedales V3",1,Cocuy
15272,FIRAVITOBA,BOYACÁ,5.67367659,-73.01983352,0,,0,,0,,0,,0,
15276,FLORESTA,BOYACÁ,5.85899211,-72.92499827,0,,0,,1,Magdalena Cauca,0,,0,
15293,GACHANTIVÁ,BOYACÁ,5.744105975,-73.5426552,0,,0,,1,Magdalena Cauca,0,,0,
15296,GÁMEZA,BOYACÁ,5.799050256,-72.72964765,0,,0,,1,Magdalena Cauca,0,,0,
15299,GARAGOA,BOYACÁ,5.089466651,-73.31430272,0,,0,,1,Orinoco,0,,0,
15317,GUACAMAYAS,BOYACÁ,6.445438546,-72.51635332,0,,0,,1,Magdalena Cauca,0,,0,
15322,GUATEQUE,BOYACÁ,5.01450831,-73.48812352,0,,0,,1,Orinoco,0,,0,
15325,GUAYATÁ,BOYACÁ,4.931424341,-73.49663372,0,,0,,1,Orinoco,0,,0,
15332,GÜICÁN DE LA SIERRA,BOYACÁ,6.566991765,-72.25599334,1,"Sierra Nevada del Cocuy
",0,,1,Orinoco,0,,1,Cocuy
15362,IZA,BOYACÁ,5.617366016,-72.96986504,0,,0,,1,Orinoco,0,,0,
15367,JENESANO,BOYACÁ,5.38916272,-73.40087021,0,,0,,1,Orinoco,0,,0,
15368,JERICÓ,BOYACÁ,6.155633662,-72.58523093,0,,0,,1,Magdalena Cauca,0,,0,
15377,LABRANZAGRANDE,BOYACÁ,5.541378132,-72.5903846,0,,0,,1,Orinoco,0,,0,
15380,LA CAPILLA,BOYACÁ,5.113167102,-73.45923708,0,,0,,1,Orinoco,0,,0,
15401,LA VICTORIA,BOYACÁ,5.507008121,-74.24162727,0,,0,,1,Magdalena Cauca,1,Omec,0,
15403,LA UVITA,BOYACÁ,6.265126191,-72.55551085,0,,0,,1,Magdalena Cauca,0,,0,
15407,VILLA DE LEYVA,BOYACÁ,5.665762424,-73.514948,0,,0,,1,Magdalena Cauca,0,,0,
15425,MACANAL,BOYACÁ,4.980176495,-73.29413695,0,,0,,1,Orinoco,0,,0,
15442,MARIPÍ,BOYACÁ,5.569810633,-74.02003127,0,,0,,0,,0,,0,
15455,MIRAFLORES,BOYACÁ,5.150953297,-73.17896722,0,,0,,1,Orinoco,0,,0,
15464,MONGUA,BOYACÁ,5.710937981,-72.63402875,0,,0,,1,Orinoco,0,,0,
15466,MONGUÍ,BOYACÁ,5.697352228,-72.83298664,1,Tota - Bijagual - Mamapacha,0,,1,Magdalena Cauca,0,,0,
15469,MONIQUIRÁ,BOYACÁ,5.863370485,-73.55852538,0,,0,,1,Magdalena Cauca,0,,0,
15476,MOTAVITA,BOYACÁ,5.606192449,-73.37734267,0,,0,,0,,0,,0,
15480,MUZO,BOYACÁ,5.539429272,-74.11177139,0,,0,,1,Magdalena Cauca,0,,0,
15491,NOBSA,BOYACÁ,5.778759851,-72.93268324,0,,0,,1,Magdalena Cauca,0,,0,
15494,NUEVO COLÓN,BOYACÁ,5.354701485,-73.44873424,0,,0,,0,,0,,0,
15500,OICATÁ,BOYACÁ,5.610787844,-73.27991905,0,,0,,1,Magdalena Cauca,0,,0,
15507,OTANCHE,BOYACÁ,5.753787787,-74.19719423,0,,0,,1,Magdalena Cauca,1,Omec,0,
15511,PACHAVITA,BOYACÁ,5.148323877,-73.39951219,0,,0,,1,Orinoco,0,,0,
15514,PÁEZ,BOYACÁ,5.095211035,-73.00435863,0,,0,,1,Orinoco,0,,0,
15516,PAIPA,BOYACÁ,5.762027786,-73.13777442,0,,0,,1,Magdalena Cauca,0,,0,
15518,PAJARITO,BOYACÁ,5.382328949,-72.69672674,0,,0,,1,Orinoco,0,,0,
15522,PANQUEBA,BOYACÁ,6.443299758,-72.46182431,0,,0,,1,Magdalena Cauca,1,"Zonificacion_Ley2da,Humedales V3",1,Cocuy
15531,PAUNA,BOYACÁ,5.688801559,-74.00504122,0,,0,,1,Magdalena Cauca,1,Omec,0,
15533,PAYA,BOYACÁ,5.621242742,-72.3692906,0,,0,,1,Orinoco,0,,0,
15537,PAZ DE RÍO,BOYACÁ,6.030008561,-72.75988018,0,,0,,1,Magdalena Cauca,0,,0,
15542,PESCA,BOYACÁ,5.498483324,-73.07837993,1,Tota - Bijagual - Mamapacha,0,,1,Magdalena Cauca,1,"Paramos Delimitados,Humedales V3",0,
15550,PISBA,BOYACÁ,5.768131812,-72.43993232,0,,0,,1,Orinoco,0,,0,
15572,PUERTO BOYACÁ,BOYACÁ,5.953466654,-74.4528581,0,,0,,1,Magdalena Cauca,0,,0,
15580,QUÍPAMA,BOYACÁ,5.595729831,-74.26857067,0,,0,,1,Magdalena Cauca,0,,0,
15599,RAMIRIQUÍ,BOYACÁ,5.319934092,-73.310779,1,Tota - Bijagual - Mamapacha,0,,0,,0,,0,
15600,RÁQUIRA,BOYACÁ,5.496268621,-73.62894438,0,,0,,1,Magdalena Cauca,0,,0,
15621,RONDÓN,BOYACÁ,5.379947879,-73.19650995,0,,0,,1,Orinoco,0,,0,
15632,SABOYÁ,BOYACÁ,5.699926051,-73.74799466,0,,0,,1,Magdalena Cauca,1,Omec,0,
15638,SÁCHICA,BOYACÁ,5.573464882,-73.543102,0,,0,,1,Magdalena Cauca,0,,0,
15646,SAMACÁ,BOYACÁ,5.47053997,-73.5211756,0,,0,,1,Magdalena Cauca,0,,0,
15660,SAN EDUARDO,BOYACÁ,5.234614686,-73.04914067,0,,0,,1,Orinoco,0,,0,
15664,SAN JOSÉ DE PARE,BOYACÁ,5.994154088,-73.54386522,0,,0,,1,Magdalena Cauca,0,,0,
15667,SAN LUIS DE GACENO,BOYACÁ,4.798203543,-73.13397018,0,,0,,1,Orinoco,0,,0,
15673,SAN MATEO,BOYACÁ,6.395388812,-72.55184862,0,,0,,1,Magdalena Cauca,0,,0,
15676,SAN MIGUEL DE SEMA,BOYACÁ,5.532326922,-73.74715898,0,,0,,1,Magdalena Cauca,1,Humedales V3,0,
15681,SAN PABLO DE BORBUR,BOYACÁ,5.677345066,-74.11403749,0,,0,,1,Magdalena Cauca,1,Omec,0,
15686,SANTANA,BOYACÁ,6.057614971,-73.48974828,0,,0,,1,Magdalena Cauca,0,,0,
15690,SANTA MARÍA,BOYACÁ,4.823002556,-73.25377506,0,,0,,1,Orinoco,0,,0,
15693,SANTA ROSA DE VITERBO,BOYACÁ,5.892950301,-72.9917278,0,,0,,1,Magdalena Cauca,0,,0,
15696,SANTA SOFÍA,BOYACÁ,5.731602716,-73.60366287,0,,0,,1,Magdalena Cauca,0,,0,
15720,SATIVANORTE,BOYACÁ,6.13211793,-72.73032415,0,,0,,1,Magdalena Cauca,0,,0,
15723,SATIVASUR,BOYACÁ,6.083405978,-72.72410815,0,,0,,1,Magdalena Cauca,0,,0,
15740,SIACHOQUE,BOYACÁ,5.498747701,-73.21681778,1,Tota - Bijagual - Mamapacha,0,,1,Magdalena Cauca,1,"Paramos Delimitados,Humedales V3",0,
15753,SOATÁ,BOYACÁ,6.323088045,-72.69604089,0,,0,,1,Magdalena Cauca,0,,0,
15755,SOCOTÁ,BOYACÁ,5.906513772,-72.53646361,0,,0,,1,Magdalena Cauca,0,,0,
15757,SOCHA,BOYACÁ,5.960498836,-72.68239784,0,,0,,1,Magdalena Cauca,0,,0,
15759,SOGAMOSO,BOYACÁ,5.646672053,-72.8709565,1,Tota - Bijagual - Mamapacha,0,,1,Orinoco,0,,0,
15761,SOMONDOCO,BOYACÁ,4.970974064,-73.42878785,0,,0,,1,Orinoco,0,,0,
15762,SORA,BOYACÁ,5.580573191,-73.44371838,0,,0,,0,,0,,0,
15763,SOTAQUIRÁ,BOYACÁ,5.763010553,-73.24352232,0,,0,,1,Magdalena Cauca,0,,0,
15764,SORACÁ,BOYACÁ,5.494890461,-73.31899997,0,,0,,0,,0,,0,
15774,SUSACÓN,BOYACÁ,6.215200578,-72.71575634,0,,0,,0,,0,,0,
15776,SUTAMARCHÁN,BOYACÁ,5.640030759,-73.62598773,0,,0,,1,Magdalena Cauca,0,,0,
15778,SUTATENZA,BOYACÁ,5.030711335,-73.41224401,0,,0,,1,Orinoco,0,,0,
15790,TASCO,BOYACÁ,5.882294313,-72.72626817,0,,0,,1,Magdalena Cauca,0,,0,
15798,TENZA,BOYACÁ,5.071413139,-73.42479699,0,,0,,1,Orinoco,0,,0,
15804,TIBANÁ,BOYACÁ,5.301116649,-73.3932521,0,,0,,1,Orinoco,0,,0,
15806,TIBASOSA,BOYACÁ,5.747329389,-73.01114724,0,,0,,1,Magdalena Cauca,0,,0,
15808,TINJACÁ,BOYACÁ,5.577566497,-73.67614572,0,,0,,1,Magdalena Cauca,0,,0,
15810,TIPACOQUE,BOYACÁ,6.42035349,-72.69463583,0,,0,,1,Magdalena Cauca,0,,0,
15814,TOCA,BOYACÁ,5.580254287,-73.1606969,0,,0,,1,Magdalena Cauca,0,,0,
15816,TOGÜÍ,BOYACÁ,5.921830062,-73.48921806,0,,0,,1,Magdalena Cauca,0,,0,
15820,TÓPAGA,BOYACÁ,5.765350303,-72.83672958,0,,0,,1,Magdalena Cauca,0,,0,
15822,TOTA,BOYACÁ,5.501297215,-72.99633297,1,Tota - Bijagual - Mamapacha,0,,1,Orinoco,1,"Paramos Delimitados,Humedales V3",0,
15832,TUNUNGUÁ,BOYACÁ,5.720301516,-73.94330927,0,,0,,1,Magdalena Cauca,1,Omec,0,
15835,TURMEQUÉ,BOYACÁ,5.305697418,-73.50908714,0,,0,,0,,0,,0,
15837,TUTA,BOYACÁ,5.678126998,-73.17343053,0,,0,,1,Magdalena Cauca,0,,0,
15839,TUTAZÁ,BOYACÁ,6.078051903,-72.85707832,1,Guantiva - La Rusia,0,,0,,1,"Paramos Delimitados,Humedales V3",0,
15842,ÚMBITA,BOYACÁ,5.217241368,-73.46338477,0,,0,,1,Orinoco,0,,0,
15861,VENTAQUEMADA,BOYACÁ,5.383385481,-73.52097942,0,,0,,1,Orinoco,0,,0,
15879,VIRACACHÁ,BOYACÁ,5.440558216,-73.26627456,0,,0,,1,Magdalena Cauca,0,,0,
15897,ZETAQUIRA,BOYACÁ,5.285635983,-73.16763091,0,,0,,1,Orinoco,0,,0,
17001,MANIZALES,CALDAS,5.08343301,-75.50727881,0,,0,,1,Magdalena Cauca,1,Omec,0,
17013,AGUADAS,CALDAS,5.616204006,-75.4554471,0,,0,,1,Magdalena Cauca,0,,0,
17042,ANSERMA,CALDAS,5.20029922,-75.75289078,0,,0,,1,Magdalena Cauca,0,,0,
17050,ARANZAZU,CALDAS,5.265539969,-75.47392619,0,,0,,0,,1,"Omec,Zonificacion_Ley2da",1,Central
17088,BELALCÁZAR,CALDAS,4.99467728,-75.81225989,0,,0,,1,Magdalena Cauca,0,,0,
17174,CHINCHINÁ,CALDAS,4.974340569,-75.65954686,0,,0,,1,Magdalena Cauca,0,,0,
17272,FILADELFIA,CALDAS,5.285743777,-75.58978784,0,,0,,1,Magdalena Cauca,1,Omec,0,
17380,LA DORADA,CALDAS,5.410515691,-74.72114262,0,,0,,1,Magdalena Cauca,0,,0,
17388,LA MERCED,CALDAS,5.393185716,-75.55791071,0,,0,,1,Magdalena Cauca,0,,0,
17433,MANZANARES,CALDAS,5.23295391,-75.15263447,0,,0,,1,Magdalena Cauca,0,,0,
17442,MARMATO,CALDAS,5.492632029,-75.60209955,0,,0,,1,Magdalena Cauca,0,,0,
17444,MARQUETALIA,CALDAS,5.309142491,-75.04117892,0,,0,,1,Magdalena Cauca,0,,0,
17446,MARULANDA,CALDAS,5.235585244,-75.28316648,0,,0,,0,,1,Zonificacion_Ley2da,1,Central
17486,NEIRA,CALDAS,5.183358589,-75.50692977,0,,0,,1,Magdalena Cauca,0,,0,
17495,NORCASIA,CALDAS,5.638062349,-74.85492707,0,,0,,1,Magdalena Cauca,0,,0,
17513,PÁCORA,CALDAS,5.500035035,-75.48245057,0,,0,,1,Magdalena Cauca,0,,0,
17524,PALESTINA,CALDAS,5.050342543,-75.66176266,0,,0,,1,Magdalena Cauca,0,,0,
17541,PENSILVANIA,CALDAS,5.407187836,-75.16683996,0,,0,,1,Magdalena Cauca,1,Zonificacion_Ley2da,1,Central
17614,RIOSUCIO,CALDAS,5.442275418,-75.75220499,0,,0,,1,Magdalena Cauca,0,,0,
17616,RISARALDA,CALDAS,5.097563816,-75.73335166,0,,0,,1,Magdalena Cauca,0,,0,
17653,SALAMINA,CALDAS,5.370332425,-75.40962177,0,,0,,1,Magdalena Cauca,1,"Omec,Zonificacion_Ley2da",1,Central
17662,SAMANÁ,CALDAS,5.519692873,-74.99718577,0,,0,,1,Magdalena Cauca,0,,0,
17665,SAN JOSÉ,CALDAS,5.083424513,-75.8101789,0,,0,,1,Magdalena Cauca,0,,0,
17777,SUPÍA,CALDAS,5.45295802,-75.64035705,0,,0,,1,Magdalena Cauca,0,,0,
17867,VICTORIA,CALDAS,5.447542859,-74.83622502,0,,0,,1,Magdalena Cauca,0,,0,
17873,VILLAMARÍA,CALDAS,4.940211591,-75.43544014,0,,0,,0,,0,,1,Central
17877,VITERBO,CALDAS,5.047822054,-75.879297,0,,0,,1,Magdalena Cauca,0,,0,
18001,FLORENCIA,CAQUETÁ,1.749138704,-75.55823906,0,,0,,1,Amazonas,1,"Omec,PDET",0,
18029,ALBANIA,CAQUETÁ,1.22786549,-75.88232651,0,,0,,1,Amazonas,1,PDET,0,
18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,1.536174657,-75.90947504,0,,0,,1,Amazonas,1,"Omec,PDET",0,
18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,0.647693081,-74.27235499,0,,0,,1,Amazonas,1,"PDET,Zonificacion_Ley2da",1,Amazonía
18205,CURILLO,CAQUETÁ,1.115379292,-75.97328452,0,,0,,1,Amazonas,1,PDET,0,
18247,EL DONCELLO,CAQUETÁ,1.713734697,-75.26878109,0,,0,,1,Amazonas,1,"Omec,PDET",0,
18256,EL PAUJÍL,CAQUETÁ,1.476630016,-75.20231825,0,,0,,1,Amazonas,1,PDET,0,
18410,LA MONTAÑITA,CAQUETÁ,1.302860442,-75.23572732,0,,0,,1,Amazonas,1,PDET,0,
18460,MILÁN,CAQUETÁ,1.146692554,-75.38664764,0,,0,,1,Amazonas,1,"PDET,Humedales V3",0,
18479,MORELIA,CAQUETÁ,1.38299611,-75.67381123,0,,0,,1,Amazonas,1,PDET,0,
18592,PUERTO RICO,CAQUETÁ,2.018940891,-75.07308627,0,,0,,1,Amazonas,1,"Omec,PDET",0,
18610,SAN JOSÉ DEL FRAGUA,CAQUETÁ,1.304702314,-76.11000594,0,,0,,1,Amazonas,0,,1,Amazonía
18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,1.308465061,-74.19746971,0,,0,,1,Amazonas,1,"PDET,Zonificacion_Ley2da",1,Amazonía
18756,SOLANO,CAQUETÁ,0.096131862,-72.32036402,0,,0,,1,Amazonas,0,,1,Amazonía
18785,SOLITA,CAQUETÁ,0.943939454,-75.64668544,0,,0,,1,Amazonas,1,PDET,0,
18860,VALPARAÍSO,CAQUETÁ,1.07534915,-75.73779004,0,,0,,1,Amazonas,1,PDET,0,
19001,POPAYÁN,CAUCA,2.471704362,-76.59194419,0,,0,,1,Magdalena Cauca,0,,0,
19022,ALMAGUER,CAUCA,1.912440521,-76.83494519,0,,0,,1,Pacifico,1,"Omec,Zonificacion_Ley2da",1,Central
19050,ARGELIA,CAUCA,2.329337283,-77.26314906,0,,0,,1,Pacifico,1,PDET,0,
19075,BALBOA,CAUCA,2.084732945,-77.2088133,0,,0,,1,Pacifico,1,PDET,0,
19100,BOLÍVAR,CAUCA,1.853951938,-76.96337454,0,,0,,1,Pacifico,1,Omec,0,
19110,BUENOS AIRES,CAUCA,2.988923885,-76.62158951,0,,0,,1,Magdalena Cauca,1,PDET,0,
19130,CAJIBÍO,CAUCA,2.643209848,-76.70138914,0,,0,,1,Magdalena Cauca,1,PDET,0,
19137,CALDONO,CAUCA,2.803845691,-76.42719377,0,,0,,0,,1,PDET,0,
19142,CALOTO,CAUCA,3.062875557,-76.32127977,0,,0,,1,Magdalena Cauca,1,PDET,0,
19212,CORINTO,CAUCA,3.136753606,-76.20964569,0,,0,,1,Magdalena Cauca,1,PDET,0,
19256,EL TAMBO,CAUCA,2.534488312,-77.00511207,0,,0,,0,,1,"PDET,Zonificacion_Ley2da",1,Pacífico
19290,FLORENCIA,CAUCA,1.69453474,-77.08735723,0,,0,,1,Pacifico,1,Omec,0,
19300,GUACHENÉ,CAUCA,3.144389993,-76.39234811,0,,0,,1,Magdalena Cauca,0,,0,
19318,GUAPI,CAUCA,2.41326696,-77.69047531,0,,0,,1,Pacifico,1,PDET,0,
19355,INZÁ,CAUCA,2.499058783,-76.13762531,0,,0,,1,Magdalena Cauca,1,Zonificacion_Ley2da,1,Central
19364,JAMBALÓ,CAUCA,2.84981013,-76.31124919,0,,0,,1,Magdalena Cauca,1,"PDET,Zonificacion_Ley2da",1,Central
19392,LA SIERRA,CAUCA,2.187473572,-76.78228032,0,,0,,1,Pacifico,0,,0,
19397,LA VEGA,CAUCA,2.053933426,-76.7588062,0,,0,,0,,0,,0,
19418,LÓPEZ DE MICAY,CAUCA,2.95819877,-77.24212158,0,,0,,1,Pacifico,1,PDET,0,
19450,MERCADERES,CAUCA,1.793825164,-77.18060381,0,,0,,1,Pacifico,1,PDET,0,
19455,MIRANDA,CAUCA,3.228235212,-76.21670827,0,,0,,0,,1,PDET,0,
19473,MORALES,CAUCA,2.773663981,-76.74605152,0,,0,,1,Magdalena Cauca,1,PDET,0,
19513,PADILLA,CAUCA,3.194730618,-76.3362418,0,,0,,1,Magdalena Cauca,1,Humedales V3,0,
19517,PÁEZ,CAUCA,2.733887702,-75.99368264,0,,0,,1,Magdalena Cauca,0,,0,
19532,PATÍA,CAUCA,2.157983906,-77.0465762,0,,0,,1,Pacifico,1,"PDET,Humedales V3",0,
19533,PIAMONTE,CAUCA,1.054128816,-76.4443271,0,,0,,1,Amazonas,0,,0,
19548,PIENDAMÓ - TUNÍA,CAUCA,2.702420026,-76.53770455,0,,0,,0,,1,PDET,0,
19573,PUERTO TEJADA,CAUCA,3.266724205,-76.41846353,0,,0,,1,Magdalena Cauca,1,Humedales V3,0,
19585,PURACÉ,CAUCA,2.262153618,-76.44826938,0,,0,,1,Magdalena Cauca,1,Zonificacion_Ley2da,1,Central
19622,ROSAS,CAUCA,2.260421954,-76.74582033,0,,0,,1,Pacifico,0,,0,
19693,SAN SEBASTIÁN,CAUCA,1.856261815,-76.71652424,0,,0,,1,Amazonas,1,Zonificacion_Ley2da,1,Central
19698,SANTANDER DE QUILICHAO,CAUCA,2.984467338,-76.49873145,0,,0,,1,Magdalena Cauca,1,PDET,0,
19701,SANTA ROSA,CAUCA,1.52002179,-76.53876281,0,,0,,1,Amazonas,0,,0,
19743,SILVIA,CAUCA,2.651291894,-76.35057356,0,,0,,1,Magdalena Cauca,1,Zonificacion_Ley2da,1,Central
19760,SOTARÁ PAISPAMBA,CAUCA,2.231820541,-76.61146633,0,,0,,0,,0,,0,
19780,SUÁREZ,CAUCA,2.936865997,-76.7458243,0,,0,,1,Magdalena Cauca,1,PDET,0,
19785,SUCRE,CAUCA,2.057735184,-76.90993965,0,,0,,1,Pacifico,0,,0,
19807,TIMBÍO,CAUCA,2.369625312,-76.71051932,0,,0,,1,Pacifico,0,,0,
19809,TIMBIQUÍ,CAUCA,2.699475127,-77.49131577,0,,0,,1,Pacifico,1,"PDET,Humedales V3",0,
19821,TORIBÍO,CAUCA,2.975771999,-76.20331566,0,,0,,1,Magdalena Cauca,1,"PDET,Zonificacion_Ley2da",1,Central
19824,TOTORÓ,CAUCA,2.475213085,-76.39675937,0,,0,,0,,0,,0,
19845,VILLA RICA,CAUCA,3.180627317,-76.46445558,0,,0,,1,Magdalena Cauca,1,Humedales V3,0,
20001,VALLEDUPAR,CESAR,10.21890277,-73.45784764,0,,0,,1,Magdalena Cauca,1,"Omec,PDET",0,
20011,AGUACHICA,CESAR,8.248735219,-73.6227405,0,,0,,1,Magdalena Cauca,1,Omec,0,
20013,AGUSTÍN CODAZZI,CESAR,9.949215908,-73.22358244,0,,0,,1,Magdalena Cauca,1,PDET,0,
20032,ASTREA,CESAR,9.510727925,-73.94214641,0,,0,,1,Magdalena Cauca,0,,0,
20045,BECERRIL,CESAR,9.727732939,-73.25250522,0,,0,,1,Magdalena Cauca,1,PDET,0,
20060,BOSCONIA,CESAR,9.946391309,-73.86628815,0,,0,,1,Magdalena Cauca,1,Omec,0,
20175,CHIMICHAGUA,CESAR,9.27797765,-73.84697903,0,,0,,1,Magdalena Cauca,1,Omec,0,
20178,CHIRIGUANÁ,CESAR,9.426648354,-73.54797894,0,,0,,1,Magdalena Cauca,1,Omec,0,
20228,CURUMANÍ,CESAR,9.238771332,-73.48810861,0,,0,,1,Magdalena Cauca,1,Omec,0,
20238,EL COPEY,CESAR,10.19995356,-73.91282064,0,,0,,0,,1,Omec,0,
20250,EL PASO,CESAR,9.683474681,-73.73833778,0,,0,,1,Magdalena Cauca,0,,0,
20295,GAMARRA,CESAR,8.337726622,-73.70649199,0,,0,,1,Magdalena Cauca,0,,0,
20310,GONZÁLEZ,CESAR,8.405516522,-73.37537309,0,,0,,0,,1,"Omec,Zonificacion_Ley2da",1,Río Magdalena
20383,LA GLORIA,CESAR,8.588002247,-73.61602384,0,,0,,1,Magdalena Cauca,0,,0,
20400,LA JAGUA DE IBIRICO,CESAR,9.52099808,-73.32249338,0,,0,,1,Magdalena Cauca,1,PDET,0,
20443,MANAURE BALCÓN DEL CESAR,CESAR,10.38027852,-73.00706275,0,,0,,1,Magdalena Cauca,1,"PDET,Zonificacion_Ley2da",1,Serranía de los Motilones
20517,PAILITAS,CESAR,8.938916143,-73.57247213,0,,0,,1,Magdalena Cauca,1,"Omec,Zonificacion_Ley2da | Humedales V3",1,Río Magdalena
20550,PELAYA,CESAR,8.764116734,-73.63295546,0,,0,,1,Magdalena Cauca,0,,0,
20570,PUEBLO BELLO,CESAR,10.41736874,-73.61450632,0,,0,,1,Magdalena Cauca,1,"Omec,PDET,Zonificacion_Ley2da",1,Sierra Nevada de Santa Marta
20614,RÍO DE ORO,CESAR,8.201070245,-73.48750127,0,,0,,1,Magdalena Cauca,1,"Omec,Zonificacion_Ley2da",1,Río Magdalena
20621,LA PAZ,CESAR,10.24440562,-73.07824569,0,,0,,1,Magdalena Cauca,1,"PDET,Zonificacion_Ley2da",1,Serranía de los Motilones
20710,SAN ALBERTO,CESAR,7.769815987,-73.47218888,0,,0,,1,Magdalena Cauca,1,Humedales V3,0,
20750,SAN DIEGO,CESAR,10.16952712,-73.2879827,0,,0,,1,Magdalena Cauca,1,PDET,0,
20770,SAN MARTÍN,CESAR,7.937788454,-73.54436312,0,,0,,1,Magdalena Cauca,0,,0,
20787,TAMALAMEQUE,CESAR,8.902075012,-73.7633962,0,,0,,1,Magdalena Cauca,1,"RAMSAR,Omec | Humedales V3",0,
23001,MONTERÍA,CÓRDOBA,8.584698016,-75.95055079,0,,0,,1,Caribe,1,Omec,0,
23068,AYAPEL,CÓRDOBA,8.265768688,-75.04868436,0,,0,,1,Magdalena Cauca,0,,0,
23079,BUENAVISTA,CÓRDOBA,8.191397953,-75.43382532,0,,0,,1,Magdalena Cauca,1,Omec,0,
23090,CANALETE,CÓRDOBA,8.7240958,-76.23779081,0,,0,,1,Caribe,1,Omec,0,
23162,CERETÉ,CÓRDOBA,8.895667051,-75.87842391,0,,0,,1,Caribe,1,"Omec,Humedales V3",0,
23168,CHIMÁ,CÓRDOBA,9.11024941,-75.65237351,0,,0,,1,Caribe,0,,0,
23182,CHINÚ,CÓRDOBA,9.053287104,-75.37387363,0,,0,,1,Magdalena Cauca,1,Omec,0,
23189,CIÉNAGA DE ORO,CÓRDOBA,8.841811894,-75.60779829,0,,0,,1,Caribe,0,,0,
23300,COTORRA,CÓRDOBA,9.071460219,-75.75459276,0,,0,,1,Caribe,0,,0,
23350,LA APARTADA,CÓRDOBA,8.052218422,-75.28816022,0,,0,,1,Magdalena Cauca,0,,0,
23417,LORICA,CÓRDOBA,9.165034998,-75.90978124,0,,0,,1,Caribe,1,Omec,0,
23419,LOS CÓRDOBAS,CÓRDOBA,8.823307063,-76.3430552,0,,0,,1,Caribe,0,,0,
23464,MOMIL,CÓRDOBA,9.265461621,-75.65090876,0,,0,,1,Caribe,1,Omec,0,
23466,MONTELÍBANO,CÓRDOBA,7.866432635,-75.87533926,0,,0,,1,Magdalena Cauca,1,PDET,0,
23500,MOÑITOS,CÓRDOBA,9.190515343,-76.11931709,0,,0,,1,Caribe,0,,0,
23555,PLANETA RICA,CÓRDOBA,8.181108488,-75.68923803,0,,0,,1,Caribe,0,,0,
23570,PUEBLO NUEVO,CÓRDOBA,8.481339568,-75.40516154,0,,0,,1,Magdalena Cauca,1,"Omec,Humedales V3",0,
23574,PUERTO ESCONDIDO,CÓRDOBA,8.988667731,-76.19405912,0,,0,,1,Caribe,1,Omec,0,
23580,PUERTO LIBERTADOR,CÓRDOBA,7.711515736,-75.77123224,0,,0,,1,Magdalena Cauca,1,PDET,0,
23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,9.282386127,-75.72129392,0,,0,,1,Caribe,1,Omec,0,
23660,SAHAGÚN,CÓRDOBA,8.799007016,-75.42925664,0,,0,,1,Caribe,1,Omec,0,
